Replicate,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1.0,0.0,0.0,0.0,0.00872105661450087,0.10983155123912954,0.8634284749559984,3.8930774647135835,3.734565475408987,0.33105143513069096,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0002489226447222764,0.3236031823044958,1.4692754725849726,5.036024908821215,4.822562307160167,0.5413449521324459,0.0009267669647035139,0.0,0.0
